[Header]
Application Name	LabSolutions
Version	5.81 SP1
Data File Name	C:\LabSolutions\Data\Shangwen\20170529__Assay2_210nm_002.lcd
Output Date	5/29/2017
Output Time	3:31:06 PM

[File Information]
Type	Data File
Generated	5/29/2017 2:07:15 PM
Generated by	System Administrator
Modified	5/29/2017 2:32:39 PM
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	5/29/2017 2:07:37 PM
Sample Type	0:Unknown
Level	0
Sample Name	Assay2_210nm
Sample ID	001
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	95
Injection Volume	10

[Original Files]
Data File	C:\LabSolutions\Data\Shangwen\20170529__Assay2_210nm_002.lcd
Method File	C:\LabSolutions\Data\Shangwen\20170524_ATPAMP210gradient.lcm
Batch File	C:\LabSolutions\Data\Shangwen\20170524_batch2.lcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	NAIR-HPLC-Instrument1
Instrument #	1
Line #	1
# of Detectors	2
Detector ID	Detector A	AD2
Detector Name	Detector A	ELSD
# of Channels	1	1

[Peak Table(Detector A)]
# of Peaks	158
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
2.83333	146.3
2.85000	146.3
2.86667	146.5
2.88333	146.5
2.90000	146.5
2.91667	146.3
2.93333	146.3
2.95000	146.3
2.96667	146.5
2.98333	146.3
3.00000	146.3
3.01667	146.3
3.03333	146.3
3.05000	146.5
3.06667	146.3
3.08333	146.5
3.10000	146.6
3.11667	146.5
3.13333	146.5
3.15000	146.3
3.16667	146.3
3.18333	146.3
3.20000	146.5
3.21667	146.5
3.23333	146.5
3.25000	146.5
3.26667	146.5
3.28333	146.5
3.30000	146.5
3.31667	146.3
3.33333	146.5
3.35000	146.3
3.36667	146.3
3.38333	146.3
3.40000	146.5
3.41667	146.5
3.43333	146.3
3.45000	146.3
3.46667	146.5
3.48333	146.5
3.50000	146.3
3.51667	146.3
3.53333	146.3
3.55000	146.5
3.56667	146.3
3.58333	146.3
3.60000	146.3
3.61667	146.3
3.63333	146.5
3.65000	146.3
3.66667	146.3
3.68333	146.3
3.70000	146.5
3.71667	146.5
3.73333	146.5
3.75000	146.6
3.76667	146.6
3.78333	146.6
3.80000	146.5
3.81667	146.5
3.83333	146.5
3.85000	146.6
3.86667	146.5
3.88333	146.5
3.90000	146.6
3.91667	146.6
3.93333	146.5
3.95000	146.5
3.96667	146.6
3.98333	146.5
4.00000	146.5
4.01667	146.5
4.03333	146.6
4.05000	146.6
4.06667	146.5
4.08333	146.6
4.10000	146.5
4.11667	146.5
4.13333	146.6
4.15000	146.6
4.16667	146.5
4.18333	146.5
4.20000	146.5
4.21667	146.6
4.23333	146.5
4.25000	146.5
4.26667	146.5
4.28333	146.5
4.30000	146.5
4.31667	146.6
4.33333	146.5
4.35000	146.5
4.36667	146.6
4.38333	146.6
4.40000	146.5
4.41667	146.6
4.43333	146.6
4.45000	146.5
4.46667	146.5
4.48333	146.6
4.50000	146.6
4.51667	146.6
4.53333	146.5
4.55000	146.5
4.56667	146.6
4.58333	146.6
4.60000	146.5
4.61667	146.5
4.63333	146.5
4.65000	146.6
4.66667	146.5
4.68333	146.5
4.70000	146.6
4.71667	146.5
4.73333	146.6
4.75000	146.7
4.76667	146.6
4.78333	146.7
4.80000	146.6
4.81667	146.6
4.83333	146.6
4.85000	146.7
4.86667	146.6
4.88333	146.7
4.90000	146.6
4.91667	146.6
4.93333	146.6
4.95000	146.7
4.96667	146.6
4.98333	146.7
5.00000	146.7
5.01667	146.6
5.03333	146.5
5.05000	146.6
5.06667	146.6
5.08333	146.6
5.10000	146.5
5.11667	146.7
5.13333	146.6
5.15000	146.6
5.16667	146.6
5.18333	146.6
5.20000	146.6
5.21667	146.6
5.23333	146.7
5.25000	146.5
5.26667	146.6
5.28333	146.6
5.30000	146.6
5.31667	146.7
5.33333	146.6
5.35000	146.6
5.36667	146.6
5.38333	146.7
5.40000	146.6
5.41667	146.7
5.43333	146.6
5.45000	146.7
5.46667	146.6
5.48333	146.7
5.50000	146.6
5.51667	146.7
5.53333	146.7
5.55000	146.7
5.56667	146.6
5.58333	146.6
5.60000	146.7
5.61667	146.6
5.63333	146.6
5.65000	146.7
5.66667	146.6
5.68333	146.7
5.70000	146.6
5.71667	146.6
5.73333	146.6
5.75000	146.7
5.76667	146.6
5.78333	146.6
5.80000	146.6
5.81667	146.7
5.83333	146.6
5.85000	146.7
5.86667	146.6
5.88333	146.7
5.90000	146.6
5.91667	146.5
5.93333	146.6
5.95000	146.7
5.96667	146.6
5.98333	146.7
6.00000	146.6
6.01667	146.6
6.03333	146.7
6.05000	146.7
6.06667	146.6
6.08333	146.7
6.10000	146.6
6.11667	146.6
6.13333	146.6
6.15000	146.6
6.16667	146.6
6.18333	146.7
6.20000	146.6
6.21667	146.7
6.23333	146.6
6.25000	146.6
6.26667	146.7
6.28333	146.6
6.30000	146.6
6.31667	146.6
6.33333	146.9
6.35000	146.7
6.36667	146.6
6.38333	146.7
6.40000	146.7
6.41667	146.7
6.43333	146.7
6.45000	146.6
6.46667	146.7
6.48333	146.7
6.50000	146.7
6.51667	146.5
6.53333	146.7
6.55000	146.7
6.56667	146.7
6.58333	146.7
6.60000	146.9
6.61667	146.9
6.63333	146.9
6.65000	146.7
6.66667	146.9
6.68333	146.6
6.70000	146.7
6.71667	146.6
6.73333	146.7
6.75000	146.6
6.76667	146.9
6.78333	146.7
6.80000	146.7
6.81667	146.6
6.83333	146.7
6.85000	146.7
6.86667	146.6
6.88333	146.7
6.90000	146.7
6.91667	146.7
6.93333	146.7
6.95000	146.7
6.96667	146.9
6.98333	146.7
7.00000	146.9
7.01667	146.7
7.03333	146.7
7.05000	146.7
7.06667	146.7
7.08333	146.9
7.10000	146.7
7.11667	146.9
7.13333	146.7
7.15000	146.9
7.16667	146.9
7.18333	146.7
7.20000	146.7
7.21667	146.7
7.23333	146.7
7.25000	146.7
7.26667	146.7
7.28333	146.7
7.30000	146.7
7.31667	146.9
7.33333	146.7
7.35000	146.7
7.36667	146.9
7.38333	146.7
7.40000	146.7
7.41667	146.9
7.43333	146.9
7.45000	146.9
7.46667	146.9
7.48333	146.7
7.50000	146.7
7.51667	146.9
7.53333	146.7
7.55000	146.7
7.56667	146.7
7.58333	146.7
7.60000	146.7
7.61667	146.7
7.63333	146.7
7.65000	146.7
7.66667	146.7
7.68333	146.7
7.70000	146.7
7.71667	146.7
7.73333	146.6
7.75000	146.6
7.76667	146.7
7.78333	146.7
7.80000	146.7
7.81667	146.9
7.83333	146.9
7.85000	147.0
7.86667	146.9
7.88333	146.7
7.90000	146.9
7.91667	146.9
7.93333	146.7
7.95000	146.9
7.96667	146.7
7.98333	146.9
8.00000	146.9
8.01667	146.7
8.03333	146.7
8.05000	146.9
8.06667	146.9
8.08333	146.9
8.10000	146.9
8.11667	146.7
8.13333	146.7
8.15000	146.7
8.16667	146.9
8.18333	146.9
8.20000	146.9
8.21667	146.9
8.23333	146.9
8.25000	146.9
8.26667	146.9
8.28333	146.7
8.30000	146.9
8.31667	146.9
8.33333	146.7
8.35000	146.9
8.36667	146.7
8.38333	146.9
8.40000	146.9
8.41667	147.0
8.43333	146.9
8.45000	147.0
8.46667	146.9
8.48333	146.9
8.50000	146.9
8.51667	147.0
8.53333	147.0
8.55000	147.0
8.56667	147.0
8.58333	146.9
8.60000	147.0
8.61667	146.9
8.63333	147.0
8.65000	147.0
8.66667	147.0
8.68333	147.0
8.70000	147.0
8.71667	147.0
8.73333	147.0
8.75000	146.9
8.76667	147.0
8.78333	146.9
8.80000	146.9
8.81667	146.7
8.83333	146.9
8.85000	146.9
8.86667	147.0
8.88333	147.0
8.90000	147.0
8.91667	146.9
8.93333	146.9
8.95000	147.0
8.96667	146.9
8.98333	146.9
9.00000	146.9
9.01667	147.0
9.03333	147.1
9.05000	146.9
9.06667	146.9
9.08333	146.9
9.10000	146.9
9.11667	146.9
9.13333	147.1
9.15000	146.9
9.16667	147.0
9.18333	146.9
9.20000	147.0
9.21667	147.0
9.23333	147.0
9.25000	147.0
9.26667	147.0
9.28333	146.9
9.30000	147.0
9.31667	147.0
9.33333	147.0
9.35000	146.9
9.36667	146.9
9.38333	147.0
9.40000	147.0
9.41667	147.1
9.43333	147.0
9.45000	146.9
9.46667	147.0
9.48333	147.0
9.50000	147.0
9.51667	147.0
9.53333	147.0
9.55000	147.0
9.56667	147.0
9.58333	147.0
9.60000	147.0
9.61667	146.9
9.63333	147.1
9.65000	146.9
9.66667	147.1
9.68333	147.0
9.70000	147.0
9.71667	146.9
9.73333	147.0
9.75000	146.9
9.76667	146.9
9.78333	147.0
9.80000	147.0
9.81667	147.0
9.83333	146.9
9.85000	147.1
9.86667	147.0
9.88333	147.0
9.90000	146.9
9.91667	147.0
9.93333	147.0
9.95000	147.1
9.96667	147.1
9.98333	147.1
10.00000	147.0
10.01667	147.0
10.03333	147.1
10.05000	147.1
10.06667	147.1
10.08333	147.2
10.10000	147.1
10.11667	147.1
10.13333	147.1
10.15000	147.1
10.16667	147.1
10.18333	147.0
10.20000	147.0
10.21667	147.0
10.23333	147.0
10.25000	147.0
10.26667	147.0
10.28333	147.0
10.30000	147.1
10.31667	147.0
10.33333	147.0
10.35000	147.1
10.36667	147.0
10.38333	147.0
10.40000	146.9
10.41667	147.0
10.43333	147.0
10.45000	146.9
10.46667	147.0
10.48333	147.0
10.50000	146.9
10.51667	147.1
10.53333	147.0
10.55000	147.0
10.56667	147.0
10.58333	147.1
10.60000	147.0
10.61667	147.0
10.63333	147.0
10.65000	147.0
10.66667	147.0
10.68333	147.1
10.70000	147.1
10.71667	147.1
10.73333	147.0
10.75000	147.0
10.76667	147.1
10.78333	147.0
10.80000	147.1
10.81667	147.1
10.83333	147.1
10.85000	147.1
10.86667	147.0
10.88333	147.1
10.90000	147.1
10.91667	147.1
10.93333	147.0
10.95000	147.1
10.96667	147.1
10.98333	147.1
11.00000	147.0
11.01667	147.0
11.03333	147.0
11.05000	147.1
11.06667	147.0
11.08333	147.2
11.10000	147.1
11.11667	147.1
11.13333	147.0
11.15000	147.1
11.16667	147.1
11.18333	147.1
11.20000	147.1
11.21667	147.1
11.23333	147.1
11.25000	147.0
11.26667	147.2
11.28333	147.1
11.30000	147.1
11.31667	147.0
11.33333	147.1
11.35000	147.1
11.36667	147.1
11.38333	147.2
11.40000	147.1
11.41667	147.1
11.43333	147.1
11.45000	147.0
11.46667	146.9
11.48333	147.0
11.50000	147.0
11.51667	147.0
11.53333	147.1
11.55000	147.1
11.56667	147.1
11.58333	147.0
11.60000	147.1
11.61667	147.1
11.63333	147.1
11.65000	147.1
11.66667	147.0
11.68333	147.1
11.70000	147.1
11.71667	147.1
11.73333	147.1
11.75000	147.1
11.76667	147.1
11.78333	147.0
11.80000	147.0
11.81667	147.0
11.83333	147.0
11.85000	147.0
11.86667	147.1
11.88333	147.0
11.90000	147.2
11.91667	147.1
11.93333	147.1
11.95000	147.0
11.96667	147.0
11.98333	147.1
12.00000	147.0
12.01667	147.1
12.03333	147.0
12.05000	147.1
12.06667	147.1
12.08333	147.1
12.10000	147.1
12.11667	147.0
12.13333	147.0
12.15000	147.0
12.16667	147.1
12.18333	147.1
12.20000	147.0
12.21667	147.1
12.23333	147.0
12.25000	147.2
12.26667	147.1
12.28333	147.1
12.30000	147.0
12.31667	147.0
12.33333	147.1
12.35000	147.2
12.36667	147.1
12.38333	147.2
12.40000	147.1
12.41667	147.1
12.43333	147.0
12.45000	147.0
12.46667	147.1
12.48333	147.1
12.50000	147.1
12.51667	147.1
12.53333	147.0
12.55000	147.1
12.56667	147.0
12.58333	147.1
12.60000	147.0
12.61667	147.1
12.63333	147.1
12.65000	147.0
12.66667	147.1
12.68333	147.0
12.70000	147.0
12.71667	147.0
12.73333	147.2
12.75000	147.1
12.76667	147.0
12.78333	147.1
12.80000	147.1
12.81667	147.1
12.83333	147.1
12.85000	147.1
12.86667	147.1
12.88333	147.1
12.90000	147.1
12.91667	147.1
12.93333	147.1
12.95000	147.1
12.96667	147.1
12.98333	147.1
13.00000	147.2
13.01667	147.1
13.03333	147.0
13.05000	147.1
13.06667	147.2
13.08333	147.2
13.10000	147.1
13.11667	147.1
13.13333	147.1
13.15000	147.0
13.16667	147.0
13.18333	147.1
13.20000	147.0
13.21667	147.1
13.23333	147.0
13.25000	146.9
13.26667	147.2
13.28333	147.1
13.30000	147.1
13.31667	147.2
13.33333	147.1
13.35000	147.1
13.36667	147.1
13.38333	147.1
13.40000	147.1
13.41667	147.2
13.43333	147.2
13.45000	147.1
13.46667	147.1
13.48333	147.1
13.50000	147.2
13.51667	147.1
13.53333	147.2
13.55000	147.2
13.56667	147.2
13.58333	147.1
13.60000	147.2
13.61667	147.2
13.63333	147.1
13.65000	147.2
13.66667	147.1
13.68333	147.0
13.70000	147.1
13.71667	147.1
13.73333	147.2
13.75000	147.1
13.76667	147.1
13.78333	147.1
13.80000	147.1
13.81667	147.1
13.83333	147.2
13.85000	147.0
13.86667	147.2
13.88333	147.1
13.90000	147.2
13.91667	147.2
13.93333	147.1
13.95000	147.1
13.96667	147.1
13.98333	147.1
14.00000	147.1
14.01667	147.2
14.03333	147.1
14.05000	147.1
14.06667	147.1
14.08333	147.2
14.10000	147.1
14.11667	147.1
14.13333	147.1
14.15000	147.0
14.16667	147.2
14.18333	147.1
14.20000	147.1
14.21667	147.1
14.23333	147.1
14.25000	147.2
14.26667	147.2
14.28333	147.1
14.30000	147.2
14.31667	147.1
14.33333	147.1
14.35000	147.1
14.36667	147.2
14.38333	147.2
14.40000	147.2
14.41667	147.2
14.43333	147.1
14.45000	147.1
14.46667	147.1
14.48333	147.1
14.50000	147.2
14.51667	147.1
14.53333	147.1
14.55000	147.1
14.56667	147.2
14.58333	147.1
14.60000	147.1
14.61667	147.2
14.63333	147.2
14.65000	147.2
14.66667	147.1
14.68333	147.1
14.70000	147.1
14.71667	147.2
14.73333	147.1
14.75000	147.1
14.76667	147.1
14.78333	147.2
14.80000	147.2
14.81667	147.2
14.83333	147.4
14.85000	147.2
14.86667	147.1
14.88333	147.2
14.90000	147.4
14.91667	147.4
14.93333	147.4
14.95000	147.4
14.96667	147.2
14.98333	147.2
15.00000	147.2
15.01667	147.2
15.03333	147.4
15.05000	147.2
15.06667	147.1
15.08333	147.2
15.10000	147.2
15.11667	147.1
15.13333	147.2
15.15000	147.1
15.16667	147.1
15.18333	147.4
15.20000	147.1
15.21667	147.1
15.23333	147.1
15.25000	147.1
15.26667	147.1
15.28333	147.4
15.30000	147.2
15.31667	147.1
15.33333	147.2
15.35000	147.2
15.36667	147.2
15.38333	147.2
15.40000	147.2
15.41667	147.2
15.43333	147.2
15.45000	147.2
15.46667	147.2
15.48333	147.4
15.50000	147.4
15.51667	147.4
15.53333	147.2
15.55000	147.2
15.56667	147.2
15.58333	147.4
15.60000	147.2
15.61667	147.4
15.63333	147.4
15.65000	147.0
15.66667	147.2
15.68333	147.2
15.70000	147.2
15.71667	147.2
15.73333	147.4
15.75000	147.2
15.76667	147.2
15.78333	147.2
15.80000	147.4
15.81667	147.4
15.83333	147.4
15.85000	147.2
15.86667	147.4
15.88333	147.4
15.90000	147.4
15.91667	147.4
15.93333	147.4
15.95000	147.2
15.96667	147.4
15.98333	147.4
16.00000	147.4
16.01667	147.4
16.03333	147.5
16.05000	147.4
16.06667	147.5
16.08333	147.5
16.10000	147.4
16.11667	147.5
16.13333	147.5
16.15000	147.5
16.16667	147.4
16.18333	147.5
16.20000	147.6
16.21667	147.4
16.23333	147.5
16.25000	147.5
16.26667	147.5
16.28333	147.5
16.30000	147.5
16.31667	147.5
16.33333	147.6
16.35000	147.5
16.36667	147.6
16.38333	147.6
16.40000	147.8
16.41667	147.5
16.43333	147.6
16.45000	147.8
16.46667	147.6
16.48333	147.6
16.50000	147.5
16.51667	147.5
16.53333	147.6
16.55000	147.6
16.56667	147.8
16.58333	147.6
16.60000	147.6
16.61667	147.6
16.63333	147.5
16.65000	147.6
16.66667	147.6
16.68333	147.5
16.70000	147.6
16.71667	147.6
16.73333	147.8
16.75000	147.5
16.76667	147.6
16.78333	147.4
16.80000	147.6
16.81667	147.5
16.83333	147.6
16.85000	147.6
16.86667	147.5
16.88333	147.6
16.90000	147.6
16.91667	147.6
16.93333	147.5
16.95000	147.5
16.96667	147.5
16.98333	147.4
17.00000	147.4
17.01667	147.5
17.03333	147.5
17.05000	147.5
17.06667	147.4
17.08333	147.4
17.10000	147.5
17.11667	147.5
17.13333	147.5
17.15000	147.5
17.16667	147.4
17.18333	147.4
17.20000	147.5
17.21667	147.6
17.23333	147.5
17.25000	147.4
17.26667	147.4
17.28333	147.5
17.30000	147.5
17.31667	147.2
17.33333	147.4
17.35000	147.4
17.36667	147.4
17.38333	147.5
17.40000	147.4
17.41667	147.2
17.43333	147.4
17.45000	147.4
17.46667	147.4
17.48333	147.5
17.50000	147.4
17.51667	147.4
17.53333	147.2
17.55000	147.4
17.56667	147.4
17.58333	147.2
17.60000	147.1
17.61667	147.2
17.63333	147.4
17.65000	147.4
17.66667	147.2
17.68333	147.4
17.70000	147.2
17.71667	147.4
17.73333	147.2
17.75000	147.2
17.76667	147.1
17.78333	147.1
17.80000	147.1
17.81667	147.1
17.83333	147.2
17.85000	147.1
17.86667	147.1
17.88333	147.1
17.90000	147.2
17.91667	147.1
17.93333	147.1
17.95000	147.0
17.96667	147.1
17.98333	147.0
18.00000	147.1
18.01667	147.1
18.03333	146.9
18.05000	146.9
18.06667	146.9
18.08333	147.0
18.10000	147.1
18.11667	147.1
18.13333	147.0
18.15000	147.0
18.16667	147.0
18.18333	146.9
18.20000	146.9
18.21667	146.9
18.23333	147.0
18.25000	146.9
18.26667	146.7
18.28333	146.9
18.30000	146.7
18.31667	146.7
18.33333	146.7
18.35000	146.7
18.36667	146.9
18.38333	146.9
18.40000	146.7
18.41667	146.7
18.43333	146.6
18.45000	146.7
18.46667	146.9
18.48333	146.7
18.50000	146.7
18.51667	146.7
18.53333	146.7
18.55000	146.9
18.56667	146.6
18.58333	146.7
18.60000	146.6
18.61667	146.6
18.63333	146.6
18.65000	146.7
18.66667	146.6
18.68333	146.7
18.70000	146.6
18.71667	146.6
18.73333	146.5
18.75000	146.6
18.76667	146.6
18.78333	146.6
18.80000	146.6
18.81667	146.6
18.83333	146.3
18.85000	146.2
18.86667	146.2
18.88333	146.3
18.90000	146.2
18.91667	146.3
18.93333	146.5
18.95000	146.2
18.96667	146.2
18.98333	146.2
19.00000	146.2
19.01667	146.3
19.03333	146.3
19.05000	146.3
19.06667	146.2
19.08333	146.2
19.10000	146.2
19.11667	146.2
19.13333	146.1
19.15000	146.2
19.16667	146.1
19.18333	146.1
19.20000	146.2
19.21667	145.9
19.23333	146.1
19.25000	146.2
19.26667	146.1
19.28333	145.9
19.30000	146.2
19.31667	145.9
19.33333	145.9
19.35000	145.8
19.36667	145.7
19.38333	145.8
19.40000	145.7
19.41667	145.7
19.43333	145.7
19.45000	145.7
19.46667	145.8
19.48333	145.7
19.50000	145.7
19.51667	145.7
19.53333	145.7
19.55000	145.7
19.56667	145.7
19.58333	145.7
19.60000	145.7
19.61667	145.7
19.63333	145.5
19.65000	145.7
19.66667	145.5
19.68333	145.5
19.70000	145.5
19.71667	145.5
19.73333	145.5
19.75000	145.5
19.76667	145.5
19.78333	145.4
19.80000	145.4
19.81667	145.3
19.83333	145.3
19.85000	145.2
19.86667	145.4
19.88333	145.2
19.90000	145.2
19.91667	145.2
19.93333	145.0
19.95000	145.0
19.96667	144.9
19.98333	145.0
20.00000	144.9
20.01667	144.9
20.03333	144.9
20.05000	144.9
20.06667	144.8
20.08333	144.8
20.10000	144.6
20.11667	144.8
20.13333	144.8
20.15000	144.6
20.16667	144.6
20.18333	144.6
20.20000	144.4
20.21667	144.5
20.23333	144.5
20.25000	144.5
20.26667	144.4
20.28333	144.2
20.30000	144.4
20.31667	144.4
20.33333	144.5
20.35000	144.4
20.36667	144.2
20.38333	144.1
20.40000	144.1
20.41667	144.0
20.43333	143.7
20.45000	143.6
20.46667	143.6
20.48333	143.7
20.50000	143.7
20.51667	143.6
20.53333	143.7
20.55000	143.7
20.56667	143.7
20.58333	143.7
20.60000	143.6
20.61667	143.5
20.63333	143.6
20.65000	143.5
20.66667	143.6
20.68333	143.7
20.70000	143.5
20.71667	143.7
20.73333	143.5
20.75000	143.6
20.76667	143.5
20.78333	143.6
20.80000	143.5
20.81667	143.6
20.83333	143.6
20.85000	143.5
20.86667	143.6
20.88333	143.5
20.90000	143.5
20.91667	143.5
20.93333	143.6
20.95000	143.5
20.96667	143.5
20.98333	142.9
21.00000	143.3
21.01667	143.2
21.03333	143.2
21.05000	143.2
21.06667	143.1
21.08333	143.2
21.10000	143.2
21.11667	143.2
21.13333	143.3
21.15000	143.3
21.16667	143.3
21.18333	143.2
21.20000	143.2
21.21667	143.2
21.23333	143.3
21.25000	143.3
21.26667	143.2
21.28333	143.3
21.30000	143.3
21.31667	143.5
21.33333	143.3
21.35000	143.5
21.36667	143.5
21.38333	143.5
21.40000	143.5
21.41667	143.5
21.43333	143.6
21.45000	143.7
21.46667	143.6
21.48333	143.7
21.50000	143.6
21.51667	143.5
21.53333	143.3
21.55000	143.6
21.56667	143.5
21.58333	143.5
21.60000	143.5
21.61667	143.6
21.63333	143.7
21.65000	143.7
21.66667	143.9
21.68333	144.0
21.70000	144.0
21.71667	144.1
21.73333	144.1
21.75000	144.2
21.76667	144.4
21.78333	144.5
21.80000	144.4
21.81667	144.6
21.83333	144.6
21.85000	144.8
21.86667	144.9
21.88333	145.0
21.90000	144.9
21.91667	145.3
21.93333	145.3
21.95000	145.4
21.96667	145.7
21.98333	145.8
22.00000	145.8
22.01667	145.9
22.03333	146.1
22.05000	145.9
22.06667	146.1
22.08333	146.3
22.10000	146.3
22.11667	146.5
22.13333	146.7
22.15000	147.0
22.16667	147.0
22.18333	147.2
22.20000	147.5
22.21667	147.5
22.23333	147.9
22.25000	147.8
22.26667	148.0
22.28333	148.3
22.30000	148.5
22.31667	148.8
22.33333	149.1
22.35000	149.1
22.36667	149.3
22.38333	149.6
22.40000	149.8
22.41667	150.2
22.43333	150.2
22.45000	150.4
22.46667	150.7
22.48333	150.9
22.50000	151.3
22.51667	151.5
22.53333	151.7
22.55000	151.8
22.56667	151.8
22.58333	151.9
22.60000	152.2
22.61667	152.6
22.63333	152.8
22.65000	153.0
22.66667	153.5
22.68333	153.7
22.70000	153.7
22.71667	154.0
22.73333	154.5
22.75000	154.5
22.76667	154.9
22.78333	155.3
22.80000	155.4
22.81667	155.8
22.83333	156.5
22.85000	156.5
22.86667	156.9
22.88333	157.2
22.90000	157.4
22.91667	157.8
22.93333	158.0
22.95000	158.5
22.96667	158.8
22.98333	159.2
23.00000	159.3
23.01667	159.6
23.03333	160.0
23.05000	160.4
23.06667	160.5
23.08333	160.6
23.10000	160.8
23.11667	161.1
23.13333	161.7
23.15000	162.1
23.16667	162.2
23.18333	162.7
23.20000	163.1
23.21667	163.5
23.23333	163.7
23.25000	164.3
23.26667	164.7
23.28333	164.8
23.30000	164.9
23.31667	165.4
23.33333	165.8
23.35000	166.2
23.36667	166.7
23.38333	167.0
23.40000	167.3
23.41667	167.8
23.43333	168.0
23.45000	168.7
23.46667	168.9
23.48333	169.1
23.50000	169.3
23.51667	169.9
23.53333	170.0
23.55000	170.0
23.56667	170.5
23.58333	170.8
23.60000	171.2
23.61667	171.5
23.63333	172.2
23.65000	172.5
23.66667	172.6
23.68333	173.1
23.70000	173.2
23.71667	173.9
23.73333	174.1
23.75000	174.5
23.76667	174.9
23.78333	175.3
23.80000	175.6
23.81667	176.1
23.83333	176.2
23.85000	176.6
23.86667	177.1
23.88333	177.5
23.90000	177.8
23.91667	178.2
23.93333	178.6
23.95000	178.8
23.96667	179.1
23.98333	179.2
24.00000	179.7
24.01667	179.9
24.03333	180.4
24.05000	180.6
24.06667	180.9
24.08333	181.2
24.10000	181.4
24.11667	181.9
24.13333	182.5
24.15000	182.5
24.16667	183.1
24.18333	183.4
24.20000	183.6
24.21667	184.0
24.23333	184.4
24.25000	184.8
24.26667	185.2
24.28333	185.5
24.30000	185.8
24.31667	186.2
24.33333	186.5
24.35000	186.8
24.36667	186.8
24.38333	187.0
24.40000	187.4
24.41667	187.7
24.43333	187.9
24.45000	188.2
24.46667	188.6
24.48333	188.7
24.50000	188.8
24.51667	189.2
24.53333	189.6
24.55000	189.7
24.56667	190.1
24.58333	190.8
24.60000	190.7
24.61667	191.0
24.63333	191.3
24.65000	191.4
24.66667	192.1
24.68333	192.2
24.70000	192.5
24.71667	192.7
24.73333	193.0
24.75000	193.1
24.76667	193.4
24.78333	193.4
24.80000	193.4
24.81667	193.9
24.83333	194.2
24.85000	194.3
24.86667	194.6
24.88333	194.8
24.90000	194.9
24.91667	195.5
24.93333	195.7
24.95000	195.6
24.96667	196.0
24.98333	196.2
25.00000	196.5

[LC Status Trace(Pump A Degasser Pressure)]
Interval(msec)	1000
# of Points	1501
Start Time(min)	0.000
End Time(min)	25.000
Intensity Units	psi
Intensity Multiplier	14.2233
R.Time (min)	Intensity
0.00000	964.6
0.01667	964.6
0.03333	964.6
0.05000	964.6
0.06667	964.6
0.08333	964.6
0.10000	964.6
0.11667	964.6
0.13333	964.6
0.15000	964.6
0.16667	964.6
0.18333	964.6
0.20000	964.6
0.21667	964.6
0.23333	964.6
0.25000	964.6
0.26667	964.6
0.28333	964.6
0.30000	964.6
0.31667	964.6
0.33333	964.6
0.35000	964.6
0.36667	964.6
0.38333	964.6
0.40000	964.6
0.41667	964.6
0.43333	964.6
0.45000	964.6
0.46667	964.6
0.48333	964.6
0.50000	964.6
0.51667	964.6
0.53333	964.6
0.55000	964.6
0.56667	964.6
0.58333	964.6
0.60000	964.6
0.61667	964.6
0.63333	964.6
0.65000	964.6
0.66667	964.6
0.68333	964.6
0.70000	964.6
0.71667	964.6
0.73333	964.6
0.75000	964.6
0.76667	964.6
0.78333	964.6
0.80000	964.6
0.81667	964.6
0.83333	964.6
0.85000	964.6
0.86667	964.6
0.88333	964.6
0.90000	964.6
0.91667	964.6
0.93333	964.6
0.95000	964.6
0.96667	964.6
0.98333	964.6
1.00000	964.6
1.01667	964.6
1.03333	964.6
1.05000	964.6
1.06667	964.6
1.08333	964.6
1.10000	964.6
1.11667	964.6
1.13333	964.6
1.15000	964.6
1.16667	964.6
1.18333	964.6
1.20000	964.6
1.21667	964.6
1.23333	964.6
1.25000	964.6
1.26667	964.6
1.28333	964.6
1.30000	964.6
1.31667	964.6
1.33333	964.6
1.35000	964.6
1.36667	964.6
1.38333	964.6
1.40000	964.6
1.41667	964.6
1.43333	964.6
1.45000	964.6
1.46667	964.6
1.48333	964.6
1.50000	964.6
1.51667	964.6
1.53333	964.6
1.55000	964.6
1.56667	964.6
1.58333	964.6
1.60000	964.6
1.61667	964.6
